adjudication_id,priority_tier,priority_score,source_candidate_id,source_cohort,historical_record_id,historical_form,historical_component,historical_page,modern_record_id,modern_headword,modern_translation,relation_type,component_candidate_count,semantic_evidence_available,human_reviewed,decision
RHD-ADJ-000282,3,34,RHD-PCORR-000227,probable,RHD-S1809-02331,"Taná, oder raná",raná,366,RD-001935,Rané,Tener hijo,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000283,3,34,RHD-PCORR-000222,probable,RHD-S1809-02331,"Taná, oder raná",Taná,366,RD-002435,Tabá,Ponerse la zapeta (taparrabo que se lleva en lugar de pantalón),probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000284,3,34,RHD-PCORR-000223,probable,RHD-S1809-02331,"Taná, oder raná",Taná,366,RD-002436,Taba,Luchar,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000285,3,34,RHD-PCORR-000224,probable,RHD-S1809-02331,"Taná, oder raná",Taná,366,RD-002443,Taca,Tocar (instrumento musical),probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000286,3,34,RHD-PCORR-000228,probable,RHD-S1809-02333,Taní,Taní,366,RD-002444,Tamí,"Me, a mi",probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000287,3,34,RHD-PCORR-000229,probable,RHD-S1809-02333,Taní,Taní,366,RD-002448,Tana,Pedir,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000288,3,34,RHD-PCORR-000230,probable,RHD-S1809-02333,Taní,Taní,366,RD-002456,Tarí,Semilla (para sembrar),probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000289,3,34,RHD-PCORR-000231,probable,RHD-S1809-02335,Tará,Tará,366,RD-002435,Tabá,Ponerse la zapeta (taparrabo que se lleva en lugar de pantalón),probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000290,3,34,RHD-PCORR-000232,probable,RHD-S1809-02335,Tará,Tará,366,RD-002436,Taba,Luchar,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000291,3,34,RHD-PCORR-000233,probable,RHD-S1809-02335,Tará,Tará,366,RD-002443,Taca,Tocar (instrumento musical),probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000292,3,34,RHD-PCORR-000234,probable,RHD-S1809-02351,Teéa,Teéa,366,RD-002463,Teca,Afinar el violín,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000293,3,34,RHD-PCORR-000235,probable,RHD-S1809-02351,Teéa,Teéa,366,RD-002468,Tera,Telar,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000294,3,34,RHD-PCORR-000236,probable,RHD-S1809-02351,Teéa,Teéa,366,RD-002471,Teta,Medir por comparación,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000295,3,34,RHD-PCORR-000238,probable,RHD-S1809-02381,Tepá,Tepá,367,RD-002452,Tapa,"Acarrear, traer (en las manos)",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000296,3,34,RHD-PCORR-000239,probable,RHD-S1809-02381,Tepá,Tepá,367,RD-002463,Teca,Afinar el violín,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000297,3,34,RHD-PCORR-000240,probable,RHD-S1809-02381,Tepá,Tepá,367,RD-002468,Tera,Telar,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000298,4,34,RHD-PCORR-000129,probable,RHD-S1809-02091,Nassípasic,Nassípasic,362,RD-001544,Nasipasí,Miércoles,probable_graphic_correspondence,1,true,false,not_assessed
