semantic_context_id,adjudication_id,source_candidate_id,priority_tier,signal_type,historical_record_id,historical_form,historical_component,historical_german_gloss,historical_page,modern_record_id,modern_headword,modern_translation,modern_classification,internal_attestation_count,internal_reciprocal_support_count,human_reviewed,semantic_decision
RHD-SEMC-000232,RHD-ADJ-000099,RHD-PCORR-000005,3,internal_form_attestation_only,RHD-S1809-00034,"Aitá, oder caitá",caitá,"oder caitá, nein, nicht",353,RD-000364,Cabita,Rodarse (una cosa larga),Vi,1,0,false,not_assessed
RHD-SEMC-000233,RHD-ADJ-000102,RHD-PCORR-000048,3,internal_form_attestation_only,RHD-S1809-01706,Caitá,Caitá,"Nein, nicht, ſ",355,RD-000364,Cabita,Rodarse (una cosa larga),Vi,1,0,false,not_assessed
RHD-SEMC-000234,RHD-ADJ-000105,RHD-PCORR-000006,3,internal_form_attestation_only,RHD-S1809-00034,"Aitá, oder caitá",caitá,"oder caitá, nein, nicht",353,RD-000464,Catá,s arco,S,1,0,false,not_assessed
RHD-SEMC-000235,RHD-ADJ-000107,RHD-PCORR-000028,3,internal_form_attestation_only,RHD-S1809-01679,Baſſu,Baſſu,Kochen,354,RD-000206,Basú,"Cocer, hervir",Vi,1,0,false,not_assessed
RHD-SEMC-000236,RHD-ADJ-000108,RHD-PCORR-000029,3,internal_form_attestation_only,RHD-S1809-01679,Baſſu,Baſſu,Kochen,354,RD-000207,Basú,Derretir,,1,0,false,not_assessed
RHD-SEMC-000237,RHD-ADJ-000113,RHD-PCORR-000049,3,internal_form_attestation_only,RHD-S1809-01706,Caitá,Caitá,"Nein, nicht, ſ",355,RD-000464,Catá,s arco,S,1,0,false,not_assessed
RHD-SEMC-000238,RHD-ADJ-000144,RHD-PCORR-000219,3,internal_form_attestation_only,RHD-S1809-02327,Tamé,Tamé,Wir,366,RD-002441,Tabé,Más chiquito,Adj,1,0,false,not_assessed
RHD-SEMC-000239,RHD-ADJ-000145,RHD-PCORR-000220,3,internal_form_attestation_only,RHD-S1809-02327,Tamé,Tamé,Wir,366,RD-002444,Tamí,"Me, a mi",Pron,1,0,false,not_assessed
RHD-SEMC-000240,RHD-ADJ-000182,RHD-PCORR-000013,3,internal_form_attestation_only,RHD-S1809-00052,Pará,Pará,Dürſten,363,RD-001796,Paca,"Colar (p. ej.: café, leche, agua)",Vt,1,0,false,not_assessed
RHD-SEMC-000241,RHD-ADJ-000183,RHD-PCORR-000014,3,internal_form_attestation_only,RHD-S1809-00052,Pará,Pará,Dürſten,363,RD-001812,Pasá,"Echar, tirar",Vt,1,0,false,not_assessed
RHD-SEMC-000242,RHD-ADJ-000184,RHD-PCORR-000015,3,internal_form_attestation_only,RHD-S1809-00052,Pará,Pará,Dürſten,363,RD-001830,Pera,1. vt Poner (carona a la bestia) 2. s Carona,,1,0,false,not_assessed
RHD-SEMC-000243,RHD-ADJ-000220,RHD-PCORR-000107,3,internal_form_attestation_only,RHD-S1809-02042,Muni,Muni,ſ,361,RD-001258,Maní,Contener un líquido,Vi,1,0,false,not_assessed
RHD-SEMC-000244,RHD-ADJ-000221,RHD-PCORR-000108,3,internal_form_attestation_only,RHD-S1809-02042,Muni,Muni,ſ,361,RD-001403,Muná,Subir (de tierra baja),Vi,1,0,false,not_assessed
RHD-SEMC-000245,RHD-ADJ-000222,RHD-PCORR-000109,3,internal_form_attestation_only,RHD-S1809-02042,Muni,Muni,ſ,361,RD-001404,Muné,Sembrar frijol,Vt,1,0,false,not_assessed
RHD-SEMC-000246,RHD-ADJ-000223,RHD-PCORR-000110,3,internal_form_attestation_only,RHD-S1809-02043,Múra,Múra,Maulthier,361,RD-001268,Mará,Hija (habla del padre),S,1,0,false,not_assessed
RHD-SEMC-000247,RHD-ADJ-000224,RHD-PCORR-000111,3,internal_form_attestation_only,RHD-S1809-02043,Múra,Múra,Maulthier,361,RD-001298,Mera,Corretear los animales,Vt,1,0,false,not_assessed
RHD-SEMC-000248,RHD-ADJ-000225,RHD-PCORR-000112,3,internal_form_attestation_only,RHD-S1809-02043,Múra,Múra,Maulthier,361,RD-001403,Muná,Subir (de tierra baja),Vi,1,0,false,not_assessed
RHD-SEMC-000249,RHD-ADJ-000268,RHD-PCORR-000199,3,internal_form_attestation_only,RHD-S1809-02287,"Sini, oder Schine",Sini,oder Schine,365,RD-002301,Simí,Irse,Vi sg,1,0,false,not_assessed
RHD-SEMC-000250,RHD-ADJ-000269,RHD-PCORR-000200,3,internal_form_attestation_only,RHD-S1809-02287,"Sini, oder Schine",Sini,oder Schine,365,RD-002302,Simí,Caminar,Vi sg,1,0,false,not_assessed
RHD-SEMC-000251,RHD-ADJ-000270,RHD-PCORR-000201,3,internal_form_attestation_only,RHD-S1809-02287,"Sini, oder Schine",Sini,oder Schine,365,RD-002308,Siná,Gritar,Vi sg,1,0,false,not_assessed
RHD-SEMC-000252,RHD-ADJ-000277,RHD-PCORR-000216,3,internal_form_attestation_only,RHD-S1809-02324,Talí,Talí,Verkaufen,366,RD-002444,Tamí,"Me, a mi",Pron,1,0,false,not_assessed
RHD-SEMC-000253,RHD-ADJ-000278,RHD-PCORR-000217,3,internal_form_attestation_only,RHD-S1809-02324,Talí,Talí,Verkaufen,366,RD-002451,Tani,Rogar,Vt,1,0,false,not_assessed
RHD-SEMC-000254,RHD-ADJ-000279,RHD-PCORR-000218,3,internal_form_attestation_only,RHD-S1809-02324,Talí,Talí,Verkaufen,366,RD-002456,Tarí,Semilla (para sembrar),S,1,0,false,not_assessed
RHD-SEMC-000255,RHD-ADJ-000056,RHD-PCORR-000056,3,cross_corpus_context_only,RHD-S1809-01748,Cavára,Cavára,Stirne,356,RD-000450,Casará,"Zacate, hierba del campo, pasto",S,0,0,false,not_assessed
RHD-SEMC-000256,RHD-ADJ-000057,RHD-PCORR-000065,3,cross_corpus_context_only,RHD-S1809-01798,Galabé,Galabé,"Besser, s",356,RD-000851,Garabé,"Muy bien, muy bueno, fino, perfecto",Adj,0,0,false,not_assessed
RHD-SEMC-000257,RHD-ADJ-000060,RHD-PCORR-000187,3,cross_corpus_context_only,RHD-S1809-02260,Sapála,Sapála,Körper,365,RD-002240,Sapará,Engordarse,Vi,0,0,false,not_assessed
RHD-SEMC-000258,RHD-ADJ-000063,RHD-PCORR-000248,3,cross_corpus_context_only,RHD-S1809-02475,Takiná,Takiná,Näher,368,RD-002459,Tasina,Por el arroyo abajito,Adv,0,0,false,not_assessed
RHD-SEMC-000259,RHD-ADJ-000066,RHD-PCORR-000027,3,cross_corpus_context_only,RHD-S1809-01675,Balſi,Balſi,"Reif, zeitig ſeyn",354,RD-000198,Basi,"Taza, vaso",S,0,0,false,not_assessed
RHD-SEMC-000260,RHD-ADJ-000068,RHD-PCORR-000067,3,cross_corpus_context_only,RHD-S1809-01871,"Halí, oder harí",harí,oder harí,358,RD-000907,Huari,"Huari (reg.), cesta, canasta",S esp,0,0,false,not_assessed
RHD-SEMC-000261,RHD-ADJ-000069,RHD-PCORR-000075,3,cross_corpus_context_only,RHD-S1809-01929,Imari,Imari,Eine Art zu tanzen,359,RD-001092,Imuri,"Canasta (con tapadera), petaca",S,0,0,false,not_assessed
RHD-SEMC-000262,RHD-ADJ-000081,RHD-PCORR-000008,3,cross_corpus_context_only,RHD-S1809-00043,Iguá,Iguá,Unterſuchen,359,RD-001069,Ihuá,Tener agujero,Vi,0,0,false,not_assessed
RHD-SEMC-000263,RHD-ADJ-000085,RHD-PCORR-000055,3,cross_corpus_context_only,RHD-S1809-01741,Colé,Colé,colée,355,RD-000552,Coyé,Ponerse el paño de lienzo en la cabeza,Vi,0,0,false,not_assessed
RHD-SEMC-000264,RHD-ADJ-000103,RHD-PCORR-000091,3,cross_corpus_context_only,RHD-S1809-02004,Matáca,Matáca,"Reibſtein, ſ",361,RD-001269,Maracá,Paleta,S,0,0,false,not_assessed
RHD-SEMC-000265,RHD-ADJ-000104,RHD-PCORR-000092,3,cross_corpus_context_only,RHD-S1809-02004,Matáca,Matáca,"Reibſtein, ſ",361,RD-001284,Matagá,Palma (de la mano),S,0,0,false,not_assessed
RHD-SEMC-000266,RHD-ADJ-000109,RHD-PCORR-000031,3,cross_corpus_context_only,RHD-S1809-01681,Batſá,Batſá,"Vorher, voraus",354,RD-000155,Baisá,Tercero,Adv,0,0,false,not_assessed
RHD-SEMC-000267,RHD-ADJ-000110,RHD-PCORR-000032,3,cross_corpus_context_only,RHD-S1809-01681,Batſá,Batſá,"Vorher, voraus",354,RD-000195,Basá,Apedrear,Vt,0,0,false,not_assessed
RHD-SEMC-000268,RHD-ADJ-000146,RHD-PCORR-000241,3,cross_corpus_context_only,RHD-S1809-02393,Terü,Terü,"Es friert, ſ",367,RD-002468,Tera,Telar,S,0,0,false,not_assessed
RHD-SEMC-000269,RHD-ADJ-000147,RHD-PCORR-000242,3,cross_corpus_context_only,RHD-S1809-02393,Terü,Terü,"Es friert, ſ",367,RD-002469,Teri,Corto,Adj,0,0,false,not_assessed
RHD-SEMC-000270,RHD-ADJ-000148,RHD-PCORR-000131,3,cross_corpus_context_only,RHD-S1809-02093,Natépa,Natépa,Finden,362,RD-001531,Narepa,"Saludar (con la mano, tocando el hombro)",Vt,0,0,false,not_assessed
RHD-SEMC-000271,RHD-ADJ-000149,RHD-PCORR-000132,3,cross_corpus_context_only,RHD-S1809-02093,Natépa,Natépa,Finden,362,RD-001559,Nateta,Pagar,Vt,0,0,false,not_assessed
RHD-SEMC-000272,RHD-ADJ-000162,RHD-PCORR-000088,3,cross_corpus_context_only,RHD-S1809-02002,Mahá,Mahá,Laufen,360,RD-001231,Machá,Garrapata,S,0,0,false,not_assessed
RHD-SEMC-000273,RHD-ADJ-000163,RHD-PCORR-000089,3,cross_corpus_context_only,RHD-S1809-02002,Mahá,Mahá,Laufen,360,RD-001245,‘Mahuá,Ir corriendo,Vi,0,0,false,not_assessed
RHD-SEMC-000274,RHD-ADJ-000171,RHD-PCORR-000147,3,cross_corpus_context_only,RHD-S1809-02151,Báca,Báca,ſ,363,RD-000137,Bacha,"Primeramente, adelante, enfrente",Adv,0,0,false,not_assessed
RHD-SEMC-000275,RHD-ADJ-000172,RHD-PCORR-000148,3,cross_corpus_context_only,RHD-S1809-02151,Báca,Báca,ſ,363,RD-000138,Bachá,"Meter (a la cárcel), poner (adentro)",Vipl,0,0,false,not_assessed
RHD-SEMC-000276,RHD-ADJ-000200,RHD-PCORR-000050,3,cross_corpus_context_only,RHD-S1809-01712,Comó?,Comó,Wo du? oder Wohin du?,355,RD-000504,Comí,1. Estar bajo 2. Hacer arroyo,Vi,0,0,false,not_assessed
RHD-SEMC-000277,RHD-ADJ-000201,RHD-PCORR-000051,3,cross_corpus_context_only,RHD-S1809-01712,Comó?,Comó,Wo du? oder Wohin du?,355,RD-000536,Coró,"Zopilote pinto, rayado",S,0,0,false,not_assessed
RHD-SEMC-000278,RHD-ADJ-000202,RHD-PCORR-000052,3,cross_corpus_context_only,RHD-S1809-01712,Comó?,Comó,Wo du? oder Wohin du?,355,RD-000547,Cosó,Ahogarse (al tragar).,Vi,0,0,false,not_assessed
RHD-SEMC-000279,RHD-ADJ-000208,RHD-PCORR-000085,3,cross_corpus_context_only,RHD-S1809-02000,Mága,Mága,Laufend,360,RD-001222,Maba,Comer caña,Vt,0,0,false,not_assessed
RHD-SEMC-000280,RHD-ADJ-000209,RHD-PCORR-000086,3,cross_corpus_context_only,RHD-S1809-02000,Mága,Mága,Laufend,360,RD-001223,Mabá,¡Vamos!,Imper,0,0,false,not_assessed
RHD-SEMC-000281,RHD-ADJ-000210,RHD-PCORR-000087,3,cross_corpus_context_only,RHD-S1809-02000,Mága,Mága,Laufend,360,RD-001248,"Majá, majahuá",Tener miedo,Vi,0,0,false,not_assessed
RHD-SEMC-000282,RHD-ADJ-000211,RHD-PCORR-000090,3,cross_corpus_context_only,RHD-S1809-02002,Mahá,Mahá,Laufen,360,RD-001222,Maba,Comer caña,Vt,0,0,false,not_assessed
RHD-SEMC-000283,RHD-ADJ-000212,RHD-PCORR-000093,3,cross_corpus_context_only,RHD-S1809-02013,Móla,Móla,Oben,361,RD-001343,Moba,"Sobre, encima",Adv,0,0,false,not_assessed
RHD-SEMC-000284,RHD-ADJ-000213,RHD-PCORR-000094,3,cross_corpus_context_only,RHD-S1809-02013,Móla,Móla,Oben,361,RD-001344,Mocá,"Cuero curtido, vaqueta",S,0,0,false,not_assessed
RHD-SEMC-000285,RHD-ADJ-000214,RHD-PCORR-000095,3,cross_corpus_context_only,RHD-S1809-02013,Móla,Móla,Oben,361,RD-001380,Moyá,Pudrirse (maíz desgranado),Vi,0,0,false,not_assessed
RHD-SEMC-000286,RHD-ADJ-000229,RHD-PCORR-000116,3,cross_corpus_context_only,RHD-S1809-02045,Musí,Musí,wie die Schleihen,361,RD-001281,‘Masi,Huir,Vi,0,0,false,not_assessed
RHD-SEMC-000287,RHD-ADJ-000230,RHD-PCORR-000117,3,cross_corpus_context_only,RHD-S1809-02045,Musí,Musí,wie die Schleihen,361,RD-001320,"Míisi, misi",Gato,S esp,0,0,false,not_assessed
RHD-SEMC-000288,RHD-ADJ-000231,RHD-PCORR-000118,3,cross_corpus_context_only,RHD-S1809-02045,Musí,Musí,wie die Schleihen,361,RD-001373,Mosí,Desmenuzar (entre las manos),Vt,0,0,false,not_assessed
RHD-SEMC-000289,RHD-ADJ-000238,RHD-PCORR-000137,3,cross_corpus_context_only,RHD-S1809-02115,Nipí,Nipí,Fliegen,362,RD-001587,Nepi,Muchísimo,Adv,0,0,false,not_assessed
RHD-SEMC-000290,RHD-ADJ-000239,RHD-PCORR-000138,3,cross_corpus_context_only,RHD-S1809-02115,Nipí,Nipí,Fliegen,362,RD-001611,Nijí,"Dar, entregar, obsequiar",Vt,0,0,false,not_assessed
RHD-SEMC-000291,RHD-ADJ-000240,RHD-PCORR-000139,3,cross_corpus_context_only,RHD-S1809-02115,Nipí,Nipí,Fliegen,362,RD-001620,Nimí,Yo a ti,Pron,0,0,false,not_assessed
RHD-SEMC-000292,RHD-ADJ-000241,RHD-PCORR-000149,3,cross_corpus_context_only,RHD-S1809-02151,Báca,Báca,ſ,363,RD-000133,Bacó,Ponerse amarillo (las matas de maíz por haber llovido),Vi,0,0,false,not_assessed
RHD-SEMC-000293,RHD-ADJ-000245,RHD-PCORR-000153,3,cross_corpus_context_only,RHD-S1809-02179,Piri?,Piri,Was?,364,RD-001831,Perí,Petate,S,0,0,false,not_assessed
RHD-SEMC-000294,RHD-ADJ-000246,RHD-PCORR-000154,3,cross_corpus_context_only,RHD-S1809-02179,Piri?,Piri,Was?,364,RD-001844,Piré,"Vivir, morar, habitar",Vi pl,0,0,false,not_assessed
RHD-SEMC-000295,RHD-ADJ-000292,RHD-PCORR-000234,3,cross_corpus_context_only,RHD-S1809-02351,Teéa,Teéa,Begraben,366,RD-002463,Teca,Afinar el violín,Vt,0,0,false,not_assessed
RHD-SEMC-000296,RHD-ADJ-000293,RHD-PCORR-000235,3,cross_corpus_context_only,RHD-S1809-02351,Teéa,Teéa,Begraben,366,RD-002468,Tera,Telar,S,0,0,false,not_assessed
RHD-SEMC-000297,RHD-ADJ-000294,RHD-PCORR-000236,3,cross_corpus_context_only,RHD-S1809-02351,Teéa,Teéa,Begraben,366,RD-002471,Teta,Medir por comparación,Vt,0,0,false,not_assessed
RHD-SEMC-000298,RHD-ADJ-000298,RHD-PCORR-000129,4,internal_reciprocal_documentary_support,RHD-S1809-02091,Nassípasic,Nassípasic,In der Mitte,362,RD-001544,Nasipasí,Miércoles,S,1,1,false,not_assessed
